INDEX,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
AC_1,-32.87467575073242,41.78092575073242,-19.614582061767578,-81.99250793457031,11.571293830871582,90.70089721679688,-2.9897024631500244,-3.1801414489746094,-61.12368392944336,31.579843521118164,26.47449493408203,46.08848571777344,5.244370460510254,26.748825073242188,-17.309690475463867,-6.1633710861206055,55.71357727050781,66.82868957519531,-11.008068084716797,4.317181587219238,-16.390968322753906,40.50094223022461,-90.88124084472656,46.120750427246094,42.27254867553711,-22.440553665161133,17.115882873535156,17.1231746673584,-18.33118438720703,24.09944725036621,63.05894470214844,38.902278900146484,-67.60076904296875,-0.5328385829925537,-23.087003707885742,15.923056602478027,-48.870201110839844,42.64884948730469,8.231552124023438,26.648073196411133,75.08399963378906,-0.2982354164123535,24.380577087402344,26.692201614379883,-55.604164123535156,-9.333287239074707,-20.828271865844727,-69.33869934082031,11.102609634399414,-28.365474700927734,-74.69082641601562,-36.029823303222656,-39.33371353149414,-42.0185546875,11.95703125,-31.22603416442871,-58.46794509887695,59.44706344604492,-47.200321197509766,-65.73883056640625,41.26893615722656,-8.999039649963379,43.07744598388672,38.82234191894531,-51.89771270751953,-34.02702331542969,2.259958267211914,-7.998432159423828,-43.67762756347656,44.09011459350586,-17.233688354492188,-20.542634963989258,26.40302276611328,21.623565673828125,62.129180908203125,-16.63846206665039,-41.12570571899414,40.640926361083984,-45.403656005859375,73.08351135253906,-42.23066329956055,11.220208168029785,-12.532938003540039,28.735950469970703,58.80774688720703,-29.61185646057129,34.8568000793457,5.4865522384643555,59.6715087890625,-8.723997116088867,44.21186065673828,-40.90129852294922,5.385429382324219,31.619224548339844,-19.74106216430664,29.10297393798828,40.12954330444336,9.115853309631348,29.397014617919922,29.39141273498535
AC_2,-17.178447723388672,38.787628173828125,-25.136913299560547,-81.98200225830078,13.2250394821167,74.06839752197266,-7.649796009063721,4.2759480476379395,-43.22441101074219,22.939586639404297,35.373531341552734,51.75570297241211,-2.8639373779296875,14.497140884399414,-30.351085662841797,-1.532907485961914,80.00567626953125,49.135597229003906,0.8360892534255981,0.8506419658660889,-0.34055519104003906,45.847503662109375,-84.04170227050781,30.96282196044922,31.790468215942383,-29.492664337158203,-6.596454620361328,11.910377502441406,-10.658021926879883,39.049957275390625,70.64580535888672,27.930370330810547,-54.263858795166016,-8.115484237670898,-12.996789932250977,-0.12051200866699219,-54.633270263671875,53.15962600708008,17.41584587097168,27.02891731262207,54.07722473144531,18.303556442260742,21.25101089477539,27.679527282714844,-48.607269287109375,-0.8375072479248047,-14.582361221313477,-60.830352783203125,2.493107557296753,-35.15607452392578,-75.93011474609375,-30.890514373779297,-33.88905334472656,-48.63056182861328,24.257680892944336,-33.353294372558594,-62.18561935424805,53.67120361328125,-37.99000549316406,-51.346832275390625,34.545711517333984,2.8565917015075684,23.824024200439453,29.823986053466797,-51.58296203613281,-33.23685073852539,1.989919662475586,-10.123637199401855,-28.80699920654297,39.65258026123047,10.401277542114258,-11.227041244506836,8.840139389038086,24.366252899169922,54.31649398803711,-2.236114501953125,-51.47987747192383,32.65184783935547,-58.01525115966797,73.9004135131836,-29.999052047729492,-11.312751770019531,-18.613754272460938,27.168298721313477,43.72885513305664,-25.306133270263672,37.495361328125,-4.992187023162842,31.41544532775879,-19.859066009521484,35.772705078125,-21.67386245727539,9.016068458557129,31.013492584228516,-18.141490936279297,16.018983840942383,24.429359436035156,12.53863525390625,14.621455192565918,30.81256675720215
AC_3,-13.248123168945312,38.425079345703125,-22.839157104492188,-85.43009948730469,14.721185684204102,69.67567443847656,-11.163610458374023,2.67966365814209,-45.689422607421875,25.362699508666992,32.88571548461914,48.45090866088867,-5.081117630004883,14.208158493041992,-39.43501663208008,-4.726964950561523,77.04861450195312,47.070411682128906,-2.085862159729004,6.0659074783325195,-2.3124427795410156,42.60714340209961,-80.69506072998047,28.317874908447266,30.927879333496094,-20.943803787231445,-3.814821243286133,18.179685592651367,-4.109708786010742,34.61850357055664,65.21255493164062,32.025482177734375,-53.34262466430664,-3.236539840698242,-14.988937377929688,-0.47266483306884766,-50.98783493041992,55.56064224243164,20.427001953125,30.921340942382812,44.346256256103516,13.19187068939209,15.0155029296875,34.987876892089844,-49.11374282836914,-5.876790523529053,-10.986976623535156,-59.34064483642578,0.2687246799468994,-36.68791198730469,-78.50078582763672,-35.93878173828125,-36.80059051513672,-44.738948822021484,21.16079330444336,-30.550350189208984,-56.07843780517578,59.36511993408203,-32.151123046875,-44.91721725463867,28.823143005371094,10.001123428344727,16.77434730529785,28.203887939453125,-54.35980987548828,-28.910507202148438,8.50536823272705,-6.324749946594238,-27.71586036682129,42.182281494140625,3.212282180786133,-7.555461883544922,11.755091667175293,31.126781463623047,44.65119934082031,-6.267014503479004,-51.37205505371094,34.6184196472168,-51.05384826660156,76.55508422851562,-31.184255599975586,-0.049809932708740234,-10.275708198547363,23.571334838867188,46.04894256591797,-21.59815788269043,34.237091064453125,-5.642408847808838,32.640716552734375,-24.6968994140625,32.1318359375,-24.398561477661133,7.1932373046875,40.605430603027344,-18.265541076660156,9.707359313964844,28.433332443237305,4.952023506164551,14.46604061126709,31.053590774536133
AC_4,-13.6162109375,45.14596176147461,-23.978015899658203,-84.40674591064453,17.503965377807617,79.02957153320312,-10.07331371307373,9.769758224487305,-39.37986755371094,20.20240020751953,31.18840789794922,50.87336730957031,-2.4838333129882812,17.693967819213867,-30.99352264404297,-5.978204727172852,78.81920623779297,48.42932891845703,-9.905878067016602,5.335430145263672,-2.1296825408935547,37.12389373779297,-83.05294799804688,26.981014251708984,34.18021011352539,-22.617523193359375,-5.960010528564453,18.05601692199707,-4.747152328491211,39.69938659667969,70.72149658203125,29.69195556640625,-53.12206268310547,2.4526305198669434,-12.63493824005127,3.3969478607177734,-50.964759826660156,48.73316955566406,19.773155212402344,35.983741760253906,48.64297866821289,15.915324211120605,20.052425384521484,32.148529052734375,-46.825130462646484,-1.4526643753051758,-11.407268524169922,-57.34011459350586,-2.4350485801696777,-31.41423797607422,-69.2717514038086,-33.036865234375,-34.84329605102539,-46.197418212890625,17.353334426879883,-29.074100494384766,-56.518951416015625,62.90320587158203,-32.36280822753906,-38.71597671508789,27.80817985534668,13.107710838317871,20.90777015686035,25.185386657714844,-51.06808853149414,-29.532629013061523,8.102739334106445,-8.522098541259766,-20.903671264648438,40.088096618652344,1.689889907836914,-7.830110549926758,9.2859468460083,34.177711486816406,48.991607666015625,-11.425270080566406,-50.94032669067383,34.584754943847656,-48.57545471191406,77.50564575195312,-25.925064086914062,-1.4803118705749512,-8.578445434570312,25.647476196289062,43.67472839355469,-24.808788299560547,36.01926040649414,-4.578000545501709,32.50536346435547,-23.281156539916992,29.657989501953125,-21.404333114624023,14.21929931640625,29.68661880493164,-16.72060775756836,15.042770385742188,30.476396560668945,-2.928650140762329,3.9541850090026855,34.77350997924805
AC_5,-12.107794761657715,49.54282760620117,-20.135650634765625,-83.67523193359375,17.040119171142578,83.44080352783203,-10.067057609558105,9.379169464111328,-36.884681701660156,20.512590408325195,29.955678939819336,45.70011901855469,1.256540298461914,17.362266540527344,-30.821117401123047,-4.065330982208252,81.68448638916016,47.31794738769531,-13.078876495361328,13.511762619018555,0.18184661865234375,35.572532653808594,-78.59693908691406,26.474353790283203,26.574424743652344,-22.473167419433594,-5.182435989379883,18.707717895507812,-4.425148010253906,33.94538879394531,73.06546020507812,27.254730224609375,-54.57595443725586,7.619708061218262,-12.589576721191406,0.24292945861816406,-52.18975067138672,48.994564056396484,18.938018798828125,36.023658752441406,48.52973556518555,11.767157554626465,19.25900650024414,38.424251556396484,-43.95127868652344,1.3743095397949219,-10.012569427490234,-55.82740020751953,-0.45240139961242676,-34.54505920410156,-71.91984558105469,-33.2339973449707,-30.330791473388672,-52.441593170166016,11.249086380004883,-35.42534637451172,-59.09945297241211,60.039642333984375,-33.78467559814453,-44.77629852294922,27.67455291748047,19.24404525756836,29.104267120361328,31.66359519958496,-46.348594665527344,-24.266767501831055,7.313013076782227,-3.5137805938720703,-13.408271789550781,41.15842819213867,1.0932531356811523,-5.211724758148193,8.681560516357422,31.95061492919922,46.34052276611328,-13.342361450195312,-50.67902755737305,29.48600196838379,-46.38616180419922,79.46328735351562,-28.069913864135742,1.301971435546875,-6.591953277587891,27.142242431640625,43.79765319824219,-20.24262046813965,41.827919006347656,-3.5616917610168457,27.98431396484375,-17.91360092163086,27.213666915893555,-24.446874618530273,15.052212715148926,25.10863494873047,-11.88083267211914,10.387146949768066,32.57670593261719,-6.014969825744629,7.015260696411133,38.15234375
AC_6,-13.636792182922363,53.94899368286133,-25.139480590820312,-84.89002227783203,19.899137496948242,83.93404388427734,-5.510575294494629,15.860942840576172,-34.507816314697266,16.774633407592773,26.470714569091797,46.926883697509766,5.476984977722168,15.986431121826172,-30.541217803955078,-4.616004467010498,80.88134002685547,47.379417419433594,-13.747509956359863,10.512778282165527,-1.9075279235839844,32.6900634765625,-77.91719818115234,26.46063232421875,29.51543617248535,-26.92601776123047,-7.897954940795898,20.716739654541016,-8.391792297363281,37.34569549560547,74.55426025390625,22.233715057373047,-51.27463912963867,8.214738845825195,-14.378808975219727,0.457977294921875,-48.4351806640625,45.125038146972656,18.226669311523438,34.53545379638672,51.6632080078125,3.413846969604492,17.438053131103516,34.116920471191406,-44.05110168457031,0.9459495544433594,-15.385347366333008,-54.503482818603516,-2.0444750785827637,-34.179290771484375,-71.25474548339844,-35.329002380371094,-27.853816986083984,-49.867332458496094,10.067480087280273,-29.458755493164062,-56.8957633972168,64.98014831542969,-32.783592224121094,-39.938270568847656,28.4566593170166,22.211952209472656,31.08024787902832,38.4075813293457,-52.03236389160156,-21.174068450927734,2.1001129150390625,-8.337784767150879,-16.16039276123047,39.60129928588867,1.603672981262207,-1.8128972053527832,8.54647445678711,37.14689636230469,41.83294677734375,-14.100494384765625,-50.162940979003906,27.438255310058594,-45.0276985168457,79.4944839477539,-24.495229721069336,3.884807825088501,-6.335207939147949,30.18274688720703,41.640785217285156,-23.727519989013672,43.45213317871094,-2.086759328842163,31.06090545654297,-22.329391479492188,27.883607864379883,-24.347984313964844,13.029168128967285,22.44135284423828,-13.803128242492676,10.095325469970703,30.34243392944336,-10.51124382019043,0.7198553085327148,37.79905319213867
AC_7,-9.894625663757324,55.14362716674805,-24.20703125,-85.8470458984375,24.959688186645508,82.07357788085938,-6.282124996185303,14.715906143188477,-27.606014251708984,16.775249481201172,27.086732864379883,42.145347595214844,6.501031875610352,19.360034942626953,-27.277620315551758,-4.644927978515625,80.04635620117188,48.57164764404297,-11.365862846374512,11.77641487121582,-0.9993019104003906,35.33326721191406,-72.37348175048828,30.717721939086914,30.085119247436523,-29.460716247558594,-13.729888916015625,18.55352783203125,-6.427921295166016,36.99696731567383,73.22297668457031,20.049718856811523,-53.32731628417969,9.3749361038208,-12.381952285766602,-3.078378677368164,-48.316043853759766,46.57691192626953,21.012941360473633,34.3520393371582,54.839412689208984,1.3979053497314453,16.85019874572754,35.833831787109375,-40.968162536621094,0.6010546684265137,-14.379085540771484,-53.6228141784668,-5.680293083190918,-35.80799865722656,-72.7773666381836,-33.775413513183594,-29.49736785888672,-57.024742126464844,9.236473083496094,-28.696380615234375,-60.58341979980469,63.207298278808594,-29.379512786865234,-38.62453079223633,27.28932762145996,25.39126968383789,28.429508209228516,36.21177673339844,-56.17979431152344,-18.943614959716797,-1.2580432891845703,-13.234763145446777,-10.918436050415039,41.280723571777344,1.7592964172363281,-1.4988350868225098,9.507034301757812,33.58433532714844,43.54461669921875,-19.99142837524414,-47.69598388671875,24.862655639648438,-41.14226150512695,84.04338073730469,-24.095718383789062,4.210916519165039,-5.6608171463012695,30.649974822998047,43.727108001708984,-19.57260513305664,46.465538024902344,-4.9455766677856445,29.031946182250977,-18.16366195678711,23.338703155517578,-30.063737869262695,16.329553604125977,23.247005462646484,-11.70545768737793,13.691516876220703,30.676387786865234,-12.693300247192383,6.131641387939453,39.018585205078125
AC_8,-7.578339099884033,55.57681655883789,-23.76673126220703,-91.58975982666016,22.911598205566406,81.11328887939453,-4.62131404876709,16.21862030029297,-24.224300384521484,16.949024200439453,28.265493392944336,41.59242630004883,7.277447700500488,21.29843521118164,-24.597881317138672,-2.234262466430664,81.07015991210938,49.121517181396484,-9.3128080368042,11.875848770141602,1.462005615234375,30.483203887939453,-66.82963562011719,30.113479614257812,31.915481567382812,-29.89370346069336,-16.464406967163086,19.05166244506836,-1.3817691802978516,37.21955108642578,73.64022827148438,16.4918270111084,-54.32803726196289,11.257795333862305,-8.088829040527344,-3.0679616928100586,-47.433799743652344,40.40149688720703,26.991985321044922,38.976524353027344,55.13324737548828,2.747668743133545,20.368501663208008,35.67139434814453,-38.249839782714844,-4.412896633148193,-12.27519416809082,-52.61258316040039,-6.886845111846924,-36.432830810546875,-74.11919403076172,-39.832763671875,-28.30767059326172,-58.61206817626953,7.894687652587891,-32.719970703125,-64.11600494384766,60.30072784423828,-31.782896041870117,-38.905494689941406,27.991012573242188,27.669292449951172,27.91545867919922,39.25004577636719,-51.08470916748047,-19.850038528442383,-1.154672622680664,-11.044946670532227,-11.690559387207031,40.79245376586914,0.8076276779174805,-0.40771055221557617,8.042678833007812,35.471134185791016,41.23468017578125,-19.85851287841797,-47.15310287475586,26.067569732666016,-38.61042785644531,79.76602172851562,-22.300127029418945,1.082000494003296,-8.163677215576172,31.41433334350586,41.494895935058594,-18.02338409423828,40.2850456237793,-0.7915627956390381,26.515275955200195,-18.915042877197266,26.99125099182129,-28.919824600219727,10.896781921386719,17.87375259399414,-10.083261489868164,17.072832107543945,31.479827880859375,-14.569524765014648,5.2385382652282715,41.794803619384766
AC_9,-8.03029727935791,54.8864860534668,-22.939598083496094,-87.64946746826172,25.906042098999023,79.4345932006836,-3.124023914337158,16.6462345123291,-26.432781219482422,17.45918846130371,25.778949737548828,44.642093658447266,5.710509300231934,20.56050682067871,-28.0252685546875,-2.024505138397217,81.34679412841797,48.36425018310547,-12.202303886413574,15.850173950195312,-1.1701622009277344,32.98869323730469,-66.90978240966797,30.654888153076172,34.37873458862305,-30.29507064819336,-15.588150978088379,18.865802764892578,-0.40644073486328125,38.488460540771484,76.44415283203125,14.902134895324707,-51.032005310058594,12.088400840759277,-8.48151683807373,-3.2596397399902344,-46.49851608276367,41.469905853271484,25.63849639892578,37.97848892211914,53.929481506347656,1.3803457021713257,14.591039657592773,37.24319839477539,-38.61804962158203,-2.6583588123321533,-11.293296813964844,-52.81309127807617,-6.818163871765137,-33.411651611328125,-73.19044494628906,-36.492950439453125,-31.117408752441406,-56.30274963378906,12.862730026245117,-29.163721084594727,-56.113059997558594,59.62117004394531,-29.827030181884766,-40.954193115234375,27.905017852783203,26.444660186767578,27.398893356323242,39.039222717285156,-49.16742706298828,-23.753515243530273,-3.5546131134033203,-13.124359130859375,-14.522890090942383,39.775596618652344,2.7748842239379883,3.037372589111328,11.070980072021484,34.59627151489258,43.89011001586914,-23.697431564331055,-50.75568389892578,24.673221588134766,-37.23847961425781,83.30171966552734,-19.73834991455078,-1.1358819007873535,-7.5130109786987305,32.60593795776367,43.505821228027344,-16.408145904541016,44.87147903442383,-6.90848445892334,25.86092758178711,-23.972579956054688,22.843257904052734,-28.554359436035156,11.604277610778809,19.16977882385254,-12.634782791137695,14.383956909179688,31.288616180419922,-15.576210021972656,4.761050701141357,39.53993225097656
AC_10,-5.830967903137207,59.66624450683594,-22.547260284423828,-86.6500015258789,23.063467025756836,77.13701629638672,-3.30958890914917,12.297666549682617,-30.059894561767578,17.073667526245117,24.977027893066406,42.71366882324219,6.947237014770508,18.3597412109375,-21.76162338256836,-3.9030990600585938,85.56249237060547,45.61426544189453,-8.005293846130371,16.241111755371094,-1.565176010131836,32.29935073852539,-68.25495910644531,29.22704315185547,34.03269958496094,-28.270742416381836,-13.97413444519043,20.70677375793457,-5.022222518920898,42.094818115234375,75.42033386230469,12.81082534790039,-53.92577362060547,12.564461708068848,-7.163454532623291,-5.356868743896484,-47.302799224853516,42.425079345703125,24.495738983154297,31.151426315307617,52.45722198486328,0.9195394515991211,15.68359375,36.44401931762695,-39.227317810058594,2.8990917205810547,-14.62556266784668,-51.89295196533203,-9.566925048828125,-30.925975799560547,-75.00410461425781,-39.031166076660156,-34.15846633911133,-60.49584197998047,7.784381866455078,-30.290124893188477,-58.78850173950195,61.712162017822266,-32.12480926513672,-36.46299743652344,27.76195526123047,28.16278076171875,30.1822509765625,36.837181091308594,-47.14514923095703,-18.81570053100586,-2.2590904235839844,-10.34533405303955,-16.984357833862305,40.90372848510742,3.4746932983398438,2.598491668701172,12.04820442199707,33.61744689941406,46.29063415527344,-23.22466278076172,-49.79606628417969,23.873769760131836,-37.5713005065918,82.87628936767578,-20.744279861450195,2.9793636798858643,-9.443326950073242,35.296417236328125,40.04800796508789,-21.058929443359375,41.83409881591797,-6.475529670715332,29.820959091186523,-20.103994369506836,19.170560836791992,-26.047622680664062,10.11005973815918,18.833473205566406,-11.599127769470215,13.490250587463379,30.965547561645508,-13.033174514770508,2.012798309326172,40.555389404296875
