18:0;3OH
18:1(4E);3OH
18:2(4E,7E);3OH
18:0;1OH,3OH
18:1(4E);1OH,3OH
18:2(4E,7E);1OH,3OH
18:0;3OH,4OH
18:1(4E);3OH,4OH
18:2(4E,7E);3OH,4OH
18:0;1OH,3OH,4OH
18:1(4E);1OH,3OH,4OH
18:2(4E,7E);1OH,3OH,4OH
